restaurant_id,name,normalized_name,normalized_address,source_names,source_record_ids
105958,Bánh Cuốn Nóng 101 Bà Triệu - Triệu Việt Vương,bánh cuốn nóng 101 bà triệu - triệu việt vương,"155 triệu việt vương, phường nguyễn du, quận hai bà trưng, hà nội",befood|foody,105958
132613,Phở Dũng - Ô Đồng Lầm,phở dũng - ô đồng lầm,"33 ô đồng lầm, phường văn miếu - quốc tử giám, hà nội",befood|foody,132613
34875,Cherry Hồng - Phở Gà & Bún Riêu Ốc - Trần Khát Chân,cherry hồng - phở gà & bún riêu ốc - trần khát chân,"415 trần khát chân, phố huế, hai bà trưng, hà nội",befood|foody,34875
14305,Phở Bò Long Bích - Võ Thị Sáu,phở bò long bích - võ thị sáu,"96 võ thị sáu, phường thanh nhàn, quận hai bà trưng, hà nội",befood|foody,14305
91853,Bánh Tráng Cuốn Thịt Heo Bốn Ba - Đại La,bánh tráng cuốn thịt heo bốn ba - đại la,"141 đại la, phường trương định, quận hai bà trưng, hà nội",befood|foody,91853
11493,Tun Tun - Bún Hải Sản Hoa Quả - Bùi Ngọc Dương,tun tun - bún hải sản hoa quả - bùi ngọc dương,"25 bùi ngọc dương, phường bạch mai, quận hai bà trưng, hà nội",befood|foody,11493
22815,Bánh Cuốn Cao Bằng - Thể Giao,bánh cuốn cao bằng - thể giao,"11b thể giao, hai bà trưng, hà nội",befood|foody,22815
93168,Minh Sơn - Bún Trộn & Phở Chiên Phồng - Bạch Mai,minh sơn - bún trộn & phở chiên phồng - bạch mai,"số 9 ngách 47 ngõ 459 bạch mai, p. bạch mai, hai bà trưng, hà nội",befood|foody,93168
1108,Cô Tám - Cơm Rang & Cơm Tấm - 126 Hồng Mai,cô tám - cơm rang & cơm tấm - 126 hồng mai,"126 hồng mai, bạch mai, hai bà trưng, hà nội",befood|foody,1108
40980,Cơm Thố Bách Khoa - Lương Định Của,cơm thố bách khoa - lương định của,"109c6 lương định của, kim liên, đống đa, hà nội",befood|foody,40980
95450,Hương Hội An - Cơm Gà Hội An - Thanh Nhàn,hương hội an - cơm gà hội an - thanh nhàn,"213 thanh nhàn, phường thanh nhàn, quận hai bà trưng, hà nội",befood|foody,95450
134203,Cơm Lệ - Ấm Vị Gia Đình - 135 Triệu Việt Vương,cơm lệ - ấm vị gia đình - 135 triệu việt vương,"135 triệu việt vương, phường hai bà trưng, hà nội",befood|foody,134203
4486,"Bento Delichi (by Cooky) - Cơm Gà Mắm Tỏi, Xối Mỡ - Xã Đàn","bento delichi (by cooky) - cơm gà mắm tỏi, xối mỡ - xã đàn","154 xã đàn, phường văn miếu - quốc tử giám, thành phố hà nội",befood|foody,4486
31187,Đáng Vũ - Bánh Cuốn Nóng Gia Truyền - Lương Định Của,đáng vũ - bánh cuốn nóng gia truyền - lương định của,"156 lương định của, kim liên, đống đa, hà nội",befood|foody,31187
8785,Korean Chicken - Gà Rán Truyền Thống Hàn Quốc - Bạch Mai,korean chicken - gà rán truyền thống hàn quốc - bạch mai,"48 ngõ 459 bạch mai, phường bạch mai, hà nội",befood|foody,8785
65884,Kaoya Hotpot - Mì Vịt Quay & Cơm Xá Xíu - Lương Định Của,kaoya hotpot - mì vịt quay & cơm xá xíu - lương định của,"c11 lương định của, kim liên, đống đa, hà nội",befood|foody,65884
40716,Cơm Tấm Sài gòn - Hồng Mai,cơm tấm sài gòn - hồng mai,"11 ngõ 158 hồng mai, hai bà trưng, hà nội",befood|foody,40716
58523,Tiệm Bánh Cô Bống - Trường Chinh,tiệm bánh cô bống - trường chinh,"số 73 ngõ 5 trường chinh, phường tương mai, hà nội",befood|foody,58523
62280,Bếp Mẹ Bơ 15A - Bánh Xèo Cốt Dừa - Hồng Mai,bếp mẹ bơ 15a - bánh xèo cốt dừa - hồng mai,"15a ngách 133/32 hồng mai, phường bạch mai, hà nội",befood|foody,62280
1279,Gạch Quán - Bánh Tráng Cuốn Thịt Heo,gạch quán - bánh tráng cuốn thịt heo,"6c ngõ 21 phạm ngọc thạch, đống đa, hà nội",befood|foody,1279
32416,Ngọc Lợi - Miến & Bánh Đa Cua Trộn - Kim Liên,ngọc lợi - miến & bánh đa cua trộn - kim liên,"104 c13 tt kim liên (vào ngõ đối diện 129 phương mai), phường kim liên, quận đống đa, hà nội.",befood|foody,32416
39068,"Cơm Sườn Cooky - Cơm Tấm, Cơm Sườn Xốt - Trần Đại Nghĩa","cơm sườn cooky - cơm tấm, cơm sườn xốt - trần đại nghĩa","321 trần đại nghĩa, phường trương định, quận hoàng mai, hà nội",befood|foody,39068
84292,Bánh Cuốn Nóng Cô Sợi Gia Truyền Nam Định - Tập Thể Kim Liên,bánh cuốn nóng cô sợi gia truyền nam định - tập thể kim liên,"c10 tập thể kim liên, ngõ 156 phương mai, phường kim liên, quận đống đa, hà nội",befood|foody,84292
32283,Hương Phệ - Bún Chả Ngon - Hồng Mai,hương phệ - bún chả ngon - hồng mai,"164 hồng mai, quỳnh lôi, hai bà trưng, hà nội",befood|foody,32283
4397,Mokchang - Đồ Ăn Hàn Quốc & Gà Rán - Xã Đàn,mokchang - đồ ăn hàn quốc & gà rán - xã đàn,"8c ngõ 198 xã đàn, phường văn miếu ‐ quốc tử giám, hà nội",befood|foody,4397
7920,Cơm Gà Q35 - Hồng Mai,cơm gà q35 - hồng mai,"113a hồng mai, phường bạch mai, hà nội",befood|foody,7920
61209,Bánh Tráng Cô Chin - Bánh Tráng Cuốn Phomai - Lương Định Của,bánh tráng cô chin - bánh tráng cuốn phomai - lương định của,"8 lương định của, phường kim liên, đống đa, hà nội",befood|foody,61209
76124,Cơm Osechi - Cơm Gà & Cơm Thịt Heo - Phương Liệt,cơm osechi - cơm gà & cơm thịt heo - phương liệt,"2 ngõ 156 phương liệt, phường phương liệt, quận thanh xuân, hà nội",befood|foody,76124
10227,Bánh Cuốn Đức Hạnh - Phạm Ngọc Thạch,bánh cuốn đức hạnh - phạm ngọc thạch,"ngõ 43 phạm ngọc thạch, 103 b9 tập thể kim liên, kim liên, đống đa, hà nội",befood|foody,10227
2443,Bánh Giò Nóng Xuân Thủy - Lương Định Của,bánh giò nóng xuân thủy - lương định của,"kios số 3 tập thể b16 kim liên, lương định của, phường kim liên, đống đa, hà nội",befood|foody,2443
116044,Cơm Bình Dân - Lạc Nghiệp,cơm bình dân - lạc nghiệp,"241 lạc nghiệp, phường bạch mai, hà nội",befood|foody,116044
41433,Phở Lộc - Phạm Ngọc Thạch,phở lộc - phạm ngọc thạch,"25 ngõ 65 phạm ngọc thạch, kim liên, đống đa, hà nội",befood|foody,41433
16270,"Bún Chả, Bún Thịt Nướng & Thịt Xiên Cây Dâu - Nguyễn Công Trứ","bún chả, bún thịt nướng & thịt xiên cây dâu - nguyễn công trứ","75 nguyễn công trứ, phường hai bà trưng, hà nội",befood|foody,16270
96492,Bánh Cuốn Dẻo Gia Truyền Bà Minh - Lương Đình Của,bánh cuốn dẻo gia truyền bà minh - lương đình của,"38b12 lương đình của, phường kim liên, quận đống đa, hà nội",befood|foody,96492
99617,Cơm Đốt Thố Thái Lan - Xã Đàn,cơm đốt thố thái lan - xã đàn,"210 xã đàn, phường phương liên, quận đống đa, hà nội",befood|foody,99617
128372,Cơm BomPi - Gà & Xá Xíu - Trường Chinh,cơm bompi - gà & xá xíu - trường chinh,"21 khu b ngõ 109 trường chinh, phường phương liệt, hà nội",befood|foody,128372
10856,Hồng Hạnh - Bánh Cuốn Tôm Thịt,hồng hạnh - bánh cuốn tôm thịt,"p102b b1 tập thể trung tự, trung tự (ngõ 46b phạm ngọc thạch), đống đa, hà nội",befood|foody,10856
134353,Bún Chả Trâm Anh - Trương Định,bún chả trâm anh - trương định,"44 trương định, phường bạch mai, hà nội",befood|foody,134353
32784,Nhà Hàng Đức Mai - Các Món Nhậu - Giải Phóng,nhà hàng đức mai - các món nhậu - giải phóng,"427 giải phóng, phương liệt, thanh xuân, hà nội",befood|foody,32784
95249,Cơm Tấm Sườn Đông Dương - Trương Định,cơm tấm sườn đông dương - trương định,"46 trương định, phường trương định, quận hai bà trưng, thành phố hà nội",befood|foody,95249
116631,Bà Tuyết - Bún Thái Hải Sản & Mì Chua Cay - Lương Định Của,bà tuyết - bún thái hải sản & mì chua cay - lương định của,"số 8 ngõ 8 lương định của, phường kim liên,hà nội",befood|foody,116631
122272,Phở Bò Thu - Hồng Mai,phở bò thu - hồng mai,"181 hồng mai, phường bạch mai, hà nội",befood|foody,122272
26075,Chi Nấm - Cơm Văn Phòng,chi nấm - cơm văn phòng,"39 ngõ 46 phạm ngọc thạch, phương liên, đống đa, hà nội",befood|foody,26075
119585,Cơm Tấm Nàng Bơ - Phạm Ngọc Thạch,cơm tấm nàng bơ - phạm ngọc thạch,"110c1 phạm ngọc thạch, phường kim liên, hà nội",befood|foody,119585
20058,TIỆM GÀ RÁN SỐ 19,tiệm gà rán số 19,"52 bùi thị xuân, phường bùi thị xuân, quận hai bà trưng, hà nội",befood|foody,20058
20000,Bánh Cuốn Nóng - Nguyễn Bỉnh Khiêm,bánh cuốn nóng - nguyễn bỉnh khiêm,"19 nguyễn bỉnh khiêm, p. nguyễn du,quận hai bà trưng,hà nội",befood|foody,20000
76892,GONGFU CHICKEN - Trương Định,gongfu chicken - trương định,"81 - 83 trương định, phường trương định, quận hai bà trưng, hà nội",befood|foody,76892
68175,Cơm Quê Ngõ Nhỏ - Đồng Nhân,cơm quê ngõ nhỏ - đồng nhân,"11a ngõ 31 đồng nhân, phường đồng nhân, quận hai bà trưng, hà nội",befood|foody,68175
8868,Cơm Rang 10 Cẩm - Ngõ Trại Cá,cơm rang 10 cẩm - ngõ trại cá,"63 ngõ trại cá, phường trương định, quận hai bà trưng, hà nội",befood|foody,8868
130788,Vinh Anh - Chuyên Cơm Rang - Hà Kế Tấn,vinh anh - chuyên cơm rang - hà kế tấn,"41a hà kế tấn, phường phương liệt, hà nội",befood|foody,130788
130031,"Quán Cô Tín - Bún Đậu, Bánh Khoai & Bánh Chuối - Chùa Quỳnh","quán cô tín - bún đậu, bánh khoai & bánh chuối - chùa quỳnh","82 chùa quỳnh, phường bạch mai, hà nội",befood|foody,130031
24720,Gà Rán Tok Tok - Khâm Thiên,gà rán tok tok - khâm thiên,"31(đối diện số 116) ngõ lan bá, phố khâm thiên, p. khâm thiên,quận đống đa,hà nội",befood|foody,24720
57665,Phở Bò Gà & Bún Miến Ngan 343 - Phố Vọng,phở bò gà & bún miến ngan 343 - phố vọng,"343 phố vọng, phường đồng tâm, hai bà trưng, hà nội",befood|foody,57665
11020,Bún Chả Cô An - Hanoi Grilled Pork Noodles - Khâm Thiên,bún chả cô an - hanoi grilled pork noodles - khâm thiên,"nghách 1/33 ngõ 1 khâm thiên, phường đống đa, hà nội",befood|foody,11020
103124,Habon Chicken - Tiệm Gà Rán Hàn Quốc - Ngõ Trại Cá,habon chicken - tiệm gà rán hàn quốc - ngõ trại cá,"4a ngõ trại cá, trương định, phường trương định, quận hai bà trưng, hà nội",befood|foody,103124
126401,"Happy Food - Đồ Ăn Hàn, Gà Rán Sốt & Cơm Bò HQ - Phùng Khắc Khoan","happy food - đồ ăn hàn, gà rán sốt & cơm bò hq - phùng khắc khoan","5 phùng khắc khoan, phường hai bà trưng, hà nội",befood|foody,126401
36157,Bánh Cuốn Nóng Linh Béo - Ngõ Tân Lập,bánh cuốn nóng linh béo - ngõ tân lập,"19 ngõ tân lập , p. quỳnh mai, hai bà trưng, hà nội",befood|foody,36157
9929,Gà Rán và Mỳ Ý Jollibee - Vincom Phạm Ngọc Thạch,gà rán và mỳ ý jollibee - vincom phạm ngọc thạch,"2 phạm ngọc thạch, phường trung tự, quận đống đa, hà nội",befood|foody,9929
73467,Mieso Food - Gà Rán & Gà Ủ Muối - Chợ Khâm Thiên,mieso food - gà rán & gà ủ muối - chợ khâm thiên,"206 ngõ chợ khâm thiên, phường khâm thiên, quận đống đa, hà nội",befood|foody,73467
31750,Bếp Bé Bếu - Cơm & Bánh Mì Nướng Trung Hoa - Đặng Văn Ngữ,bếp bé bếu - cơm & bánh mì nướng trung hoa - đặng văn ngữ,"số 6 ngõ 4c đặng văn ngữ, phường kim liên, hà nội",befood|foody,31750
109048,"Bếp Chử - Gỏi Cuốn, Bún Trộn & Nem Nướng Nha Trang - Nguyễn An Ninh","bếp chử - gỏi cuốn, bún trộn & nem nướng nha trang - nguyễn an ninh","118/1aq7 nguyễn an ninh, phường tương mai, quận hoàng mai, hà nội",befood|foody,109048
1255,Cơm Rang Dế Mèn,cơm rang dế mèn,"1 ngõ 75 đặng văn ngữ, đống đa, hà nội",befood|foody,1255
53514,Cơm 1985 - Phố Chợ Khâm Thiên,cơm 1985 - phố chợ khâm thiên,"89 ngõ 218 phố chợ khâm thiên, phường đống đa, hà nội",befood|foody,53514
