text_unit_id,review_id,store_key,store_name,rating,rated_at,sentiment,aspect_scores,source,feedback,chunk_text,chunk_index,n_chunks
tu_81e6dee6d74d0104,81e6dee6d74d0104,21224,Phở Cồ Gia Truyền - Phở Bò & Cơm Rang,4.7,,neutral,{},befood_comment,"Sạch sẽ, Đáng đồng tiền, Ngon xỉu, Đóng gói tốt","Tên quán: Phở Cồ Gia Truyền - Phở Bò & Cơm Rang
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Sạch sẽ, Đáng đồng tiền, Ngon xỉu, Đóng gói tốt",0,1
tu_803240130b3f53fc,803240130b3f53fc,21224,Phở Cồ Gia Truyền - Phở Bò & Cơm Rang,4.7,,neutral,{},befood_comment,"Ngon xỉu, Đáng đồng tiền","Tên quán: Phở Cồ Gia Truyền - Phở Bò & Cơm Rang
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Đáng đồng tiền",0,1
tu_72edfcf1086c8f8f,72edfcf1086c8f8f,21224,Phở Cồ Gia Truyền - Phở Bò & Cơm Rang,4.7,,neutral,{},befood_comment,Đóng gói chưa tốt,"Tên quán: Phở Cồ Gia Truyền - Phở Bò & Cơm Rang
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đóng gói chưa tốt",0,1
tu_885efe17b42fb6b4,885efe17b42fb6b4,21224,Phở Cồ Gia Truyền - Phở Bò & Cơm Rang,4.7,,neutral,{},befood_comment,đồ ăn ko hợp vs tôi,"Tên quán: Phở Cồ Gia Truyền - Phở Bò & Cơm Rang
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: đồ ăn ko hợp vs tôi",0,1
tu_9de274b5ebfc4142,9de274b5ebfc4142,21224,Phở Cồ Gia Truyền - Phở Bò & Cơm Rang,4.7,,neutral,{},befood_comment,ít thịt lắm í sốp😞,"Tên quán: Phở Cồ Gia Truyền - Phở Bò & Cơm Rang
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: ít thịt lắm í sốp😞",0,1
tu_dcb3005ac6b82138,dcb3005ac6b82138,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",4.7,,neutral,{},befood_comment,"đùi gà còn sống luôn , ăn tanh dai lắm shop ạ, Không đảm bảo vệ sinh","Tên quán: Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: đùi gà còn sống luôn , ăn tanh dai lắm shop ạ, Không đảm bảo vệ sinh",0,1
tu_fade3a499de6bcea,fade3a499de6bcea,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",4.7,,neutral,{},befood_comment,Ngon xỉu,"Tên quán: Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu",0,1
tu_f27682e94a3a259e,f27682e94a3a259e,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",4.7,,neutral,{},befood_comment,"Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ","Tên quán: Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ",0,1
tu_0df4d3250026da58,0df4d3250026da58,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",4.7,,neutral,{},befood_comment,"Ngon xỉu, Sạch sẽ","Tên quán: Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Sạch sẽ",0,1
tu_9899451e4d6327e2,9899451e4d6327e2,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",4.7,,neutral,{},befood_comment,Giá hơi đắt,"Tên quán: Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Giá hơi đắt",0,1
tu_b6ab95447dcc8608,b6ab95447dcc8608,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",4.7,,neutral,{},befood_comment,Không hợp khẩu vị,"Tên quán: Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Không hợp khẩu vị",0,1
tu_cd1a06d0425f588d,cd1a06d0425f588d,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",4.7,,neutral,{},befood_comment,"ăn ổn, cho nhiều cháy quá","Tên quán: Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: ăn ổn, cho nhiều cháy quá",0,1
tu_a4427c39f814186a,a4427c39f814186a,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",4.7,,neutral,{},befood_comment,ít!,"Tên quán: Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: ít!",0,1
tu_2a45f3e816bc0b7f,2a45f3e816bc0b7f,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",4.7,,neutral,{},befood_comment,"không ngon , như ăn mì tôm thường 😤","Tên quán: Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: không ngon , như ăn mì tôm thường 😤",0,1
tu_70c36e1765f93ba0,70c36e1765f93ba0,7240,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng",4.7,,neutral,{},befood_comment,"mì cay 65k mà lèo tèo vài miếng toàn viên thả lẩu, tok mặn nch chán","Tên quán: Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: mì cay 65k mà lèo tèo vài miếng toàn viên thả lẩu, tok mặn nch chán",0,1
tu_22ad1ca3b4b083d7,22ad1ca3b4b083d7,20472,"Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2",4.7,,neutral,{},befood_comment,"1 suất đầy đặn, nước mắm tới nơi còn nóng. Tuy nhiên quán không cho quất với ớt nên nước chấm ăn bị hơi ngọt và mặn, Đóng gói tốt, Sạch sẽ","Tên quán: Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: 1 suất đầy đặn, nước mắm tới nơi còn nóng. Tuy nhiên quán không cho quất với ớt nên nước chấm ăn bị hơi ngọt và mặn, Đóng gói tốt, Sạch sẽ",0,1
tu_397d9bd437576690,397d9bd437576690,20472,"Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2",4.7,,neutral,{},befood_comment,"lần đầu tiên order của quán mà bất ngờ vì quán cho nhiều hành phi với chu đáo cho cả mình bát xốp đựng nước chấm >< mình ăn hết kh bỏ cái gì 🫶🏻 nước chấm hơi mặn tẹo nếu quán cho nhạt đi xíu thì quá tuyệt ạ, Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt","Tên quán: Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: lần đầu tiên order của quán mà bất ngờ vì quán cho nhiều hành phi với chu đáo cho cả mình bát xốp đựng nước chấm >< mình ăn hết kh bỏ cái gì 🫶🏻 nước chấm hơi mặn tẹo nếu quán cho nhạt đi xíu thì quá tuyệt ạ, Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt",0,1
tu_e32e548e17bf2087,e32e548e17bf2087,20472,"Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2",4.7,,neutral,{},befood_comment,"Đáng đồng tiền, Ngon xỉu, Đóng gói tốt, Sạch sẽ","Tên quán: Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đáng đồng tiền, Ngon xỉu, Đóng gói tốt, Sạch sẽ",0,1
tu_234ae85c38421956,234ae85c38421956,20472,"Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2",4.7,,neutral,{},befood_comment,"Sạch sẽ, Ngon xỉu, Đóng gói tốt, Đáng đồng tiền","Tên quán: Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Sạch sẽ, Ngon xỉu, Đóng gói tốt, Đáng đồng tiền",0,1
tu_dae7119178429e30,dae7119178429e30,20472,"Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2",4.7,,neutral,{},befood_comment,Ngon xỉu,"Tên quán: Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu",0,1
tu_395872300db4c8e6,395872300db4c8e6,20472,"Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2",4.7,,neutral,{},befood_comment,Đóng gói tốt,"Tên quán: Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đóng gói tốt",0,1
tu_85d24aa19395ebaa,85d24aa19395ebaa,20472,"Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2",4.7,,neutral,{},befood_comment,"quán cả 2 lần đều không đọc note. thiếu quất. note trứng chảy mà làm trứng chín ăn làm sao được ?, Không làm đúng ghi chú","Tên quán: Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: quán cả 2 lần đều không đọc note. thiếu quất. note trứng chảy mà làm trứng chín ăn làm sao được ?, Không làm đúng ghi chú",0,1
tu_068e2e65c4ae67f3,068e2e65c4ae67f3,20472,"Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2",4.7,,neutral,{},befood_comment,hơi ngấy,"Tên quán: Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: hơi ngấy",0,1
tu_91a32c56f5568835,91a32c56f5568835,20472,"Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2",4.7,,neutral,{},befood_comment,nước chấm chua,"Tên quán: Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: nước chấm chua",0,1
tu_3f47a3ad0d1d27ab,3f47a3ad0d1d27ab,21413,Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai,4.6,,neutral,{},befood_comment,"Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ","Tên quán: Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ",0,1
tu_db04336f57c67dda,db04336f57c67dda,21413,Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai,4.6,,neutral,{},befood_comment,"Ngon xỉu, Đóng gói tốt, Sạch sẽ","Tên quán: Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Đóng gói tốt, Sạch sẽ",0,1
tu_0199f89f7896a446,0199f89f7896a446,21413,Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai,4.6,,neutral,{},befood_comment,Ngon xỉu,"Tên quán: Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu",0,1
tu_1eab72c2728e7f82,1eab72c2728e7f82,21413,Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai,4.6,,neutral,{},befood_comment,"Đáng đồng tiền, Đóng gói tốt, Ngon xỉu, Sạch sẽ","Tên quán: Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đáng đồng tiền, Đóng gói tốt, Ngon xỉu, Sạch sẽ",0,1
tu_5111a7b13a8b7101,5111a7b13a8b7101,21413,Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai,4.6,,neutral,{},befood_comment,"shop đóng gói bằng túi nilon nhìn ko đảm bảo lắm. vị thì cũng ok, Đóng gói chưa tốt","Tên quán: Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: shop đóng gói bằng túi nilon nhìn ko đảm bảo lắm. vị thì cũng ok, Đóng gói chưa tốt",0,1
tu_c1698194bf6166a6,c1698194bf6166a6,21413,Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai,4.6,,neutral,{},befood_comment,"cơm khô không ăn được, cơm như giang, thì rang cháy cạnh thì toàn mỡ nạc ở đâu?? gà thì đỏ, mình vứt nguyên 3 suất cơm","Tên quán: Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: cơm khô không ăn được, cơm như giang, thì rang cháy cạnh thì toàn mỡ nạc ở đâu?? gà thì đỏ, mình vứt nguyên 3 suất cơm",0,1
tu_d3f1283bd64e0ed1,d3f1283bd64e0ed1,86219,Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định,4.8,,neutral,{},befood_comment,"Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt","Tên quán: Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.8
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt",0,1
tu_188c7c7e9f6c979c,188c7c7e9f6c979c,86219,Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định,4.8,,neutral,{},befood_comment,"Ngon xỉu, Đáng đồng tiền, Đóng gói tốt, Sạch sẽ","Tên quán: Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.8
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Đáng đồng tiền, Đóng gói tốt, Sạch sẽ",0,1
tu_6392c083f9c8470f,6392c083f9c8470f,86219,Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định,4.8,,neutral,{},befood_comment,"Đóng gói tốt, Sạch sẽ, Đáng đồng tiền, Ngon xỉu","Tên quán: Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.8
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đóng gói tốt, Sạch sẽ, Đáng đồng tiền, Ngon xỉu",0,1
tu_d5cc3d52d27224fb,d5cc3d52d27224fb,86219,Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định,4.8,,neutral,{},befood_comment,Không làm đúng ghi chú,"Tên quán: Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.8
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Không làm đúng ghi chú",0,1
tu_30070b4c02bb927a,30070b4c02bb927a,86219,Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định,4.8,,neutral,{},befood_comment,Đóng gói chưa tốt,"Tên quán: Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.8
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đóng gói chưa tốt",0,1
tu_7f14515452c126d3,7f14515452c126d3,86219,Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định,4.8,,neutral,{},befood_comment,Sai/Thiếu món,"Tên quán: Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.8
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Sai/Thiếu món",0,1
tu_0c96fee6026f690f,0c96fee6026f690f,36034,Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định,4.6,,neutral,{},befood_comment,"đặt bánh cuốn mà ship về bún chả là s ạ, Sai/Thiếu món","Tên quán: Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: đặt bánh cuốn mà ship về bún chả là s ạ, Sai/Thiếu món",0,1
tu_1f361a3a2dd868dd,1f361a3a2dd868dd,36034,Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định,4.6,,neutral,{},befood_comment,Đáng đồng tiền,"Tên quán: Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đáng đồng tiền",0,1
tu_ddd7e15630f912fc,ddd7e15630f912fc,36034,Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định,4.6,,neutral,{},befood_comment,"Ngon xỉu, Đáng đồng tiền, Đóng gói tốt, Sạch sẽ","Tên quán: Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Đáng đồng tiền, Đóng gói tốt, Sạch sẽ",0,1
tu_71f32c5dfa1f85ad,71f32c5dfa1f85ad,36034,Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định,4.6,,neutral,{},befood_comment,"Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ","Tên quán: Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ",0,1
tu_2f5c4aa7bd5d1aa6,2f5c4aa7bd5d1aa6,36034,Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định,4.6,,neutral,{},befood_comment,ngon quấ. nếu lần sau mua thêm option thêm bún thì mong quán thêm ít nước dùng nữa nha!,"Tên quán: Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: ngon quấ. nếu lần sau mua thêm option thêm bún thì mong quán thêm ít nước dùng nữa nha!",0,1
tu_dfc1dc5533351556,dfc1dc5533351556,36034,Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định,4.6,,neutral,{},befood_comment,ko cho bát thì đựng nước chấm vào đâu? chả nướng cháy nước chấm ko ngon,"Tên quán: Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định
Nguồn: befood_comment
Rating người dùng: 4.6
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: ko cho bát thì đựng nước chấm vào đâu? chả nướng cháy nước chấm ko ngon",0,1
tu_046b26a5537ab24d,046b26a5537ab24d,20129,Dũng Thủy - Phở & Cơm Rang - Tân Mai,4.4,,neutral,{},befood_comment,"Đáng đồng tiền, Sạch sẽ, Đóng gói tốt, Ngon xỉu","Tên quán: Dũng Thủy - Phở & Cơm Rang - Tân Mai
Nguồn: befood_comment
Rating người dùng: 4.4
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đáng đồng tiền, Sạch sẽ, Đóng gói tốt, Ngon xỉu",0,1
tu_7b13184838e62490,7b13184838e62490,20129,Dũng Thủy - Phở & Cơm Rang - Tân Mai,4.4,,neutral,{},befood_comment,Khá ngon,"Tên quán: Dũng Thủy - Phở & Cơm Rang - Tân Mai
Nguồn: befood_comment
Rating người dùng: 4.4
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Khá ngon",0,1
tu_41b13bf35107e52f,41b13bf35107e52f,16422,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,4.9,,neutral,{},befood_comment,"Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt","Tên quán: Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân
Nguồn: befood_comment
Rating người dùng: 4.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt",0,1
tu_fb8da8c350574082,fb8da8c350574082,16422,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,4.9,,neutral,{},befood_comment,Đáng đồng tiền,"Tên quán: Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân
Nguồn: befood_comment
Rating người dùng: 4.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đáng đồng tiền",0,1
tu_17fb0c7005a0ffb4,17fb0c7005a0ffb4,16422,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,4.9,,neutral,{},befood_comment,Ngon xỉu,"Tên quán: Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân
Nguồn: befood_comment
Rating người dùng: 4.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Ngon xỉu",0,1
tu_4a88180c78a90aaa,4a88180c78a90aaa,16422,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,4.9,,neutral,{},befood_comment,"thiếu cà phái vs dưa chua của mình, Sai/Thiếu món","Tên quán: Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân
Nguồn: befood_comment
Rating người dùng: 4.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: thiếu cà phái vs dưa chua của mình, Sai/Thiếu món",0,1
tu_a14f241036959c2e,a14f241036959c2e,16422,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,4.9,,neutral,{},befood_comment,đưa nhầm 1 suất gà tần,"Tên quán: Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân
Nguồn: befood_comment
Rating người dùng: 4.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: đưa nhầm 1 suất gà tần",0,1
tu_a05ffd2cd0606bab,a05ffd2cd0606bab,16422,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,4.9,,neutral,{},befood_comment,mọi thứ đểu ok điểm trừ hơi mặn nha giảm gia vị lại là ok,"Tên quán: Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân
Nguồn: befood_comment
Rating người dùng: 4.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: mọi thứ đểu ok điểm trừ hơi mặn nha giảm gia vị lại là ok",0,1
tu_ab057446832c7360,ab057446832c7360,16422,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,4.9,,neutral,{},befood_comment,chờ 1 phút nhé,"Tên quán: Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân
Nguồn: befood_comment
Rating người dùng: 4.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: chờ 1 phút nhé",0,1
tu_1369cee094850331,1369cee094850331,16422,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,4.9,,neutral,{},befood_comment,ngon,"Tên quán: Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân
Nguồn: befood_comment
Rating người dùng: 4.9
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: ngon",0,1
tu_059f74e0e70f7fec,059f74e0e70f7fec,60874,Hoàng Văn - Cơm Rang & Phở Bò - Định Công,4.7,,neutral,{},befood_comment,Đáng đồng tiền,"Tên quán: Hoàng Văn - Cơm Rang & Phở Bò - Định Công
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đáng đồng tiền",0,1
tu_a6554ac6cd48dd02,a6554ac6cd48dd02,60874,Hoàng Văn - Cơm Rang & Phở Bò - Định Công,4.7,,neutral,{},befood_comment,Không làm đúng ghi chú,"Tên quán: Hoàng Văn - Cơm Rang & Phở Bò - Định Công
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Không làm đúng ghi chú",0,1
tu_537f354a5a80f539,537f354a5a80f539,60874,Hoàng Văn - Cơm Rang & Phở Bò - Định Công,4.7,,neutral,{},befood_comment,Đóng gói chưa tốt,"Tên quán: Hoàng Văn - Cơm Rang & Phở Bò - Định Công
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Đóng gói chưa tốt",0,1
tu_c9293c852e0135d1,c9293c852e0135d1,60874,Hoàng Văn - Cơm Rang & Phở Bò - Định Công,4.7,,neutral,{},befood_comment,"Thiếu pepsi nhỏ (đặt Sting + Pepsi nhỏ nhưng chỉ giao 1 Sting), Sai/Thiếu món","Tên quán: Hoàng Văn - Cơm Rang & Phở Bò - Định Công
Nguồn: befood_comment
Rating người dùng: 4.7
Sentiment tổng hợp: neutral
Aspect sentiment: 
Nội dung review: Thiếu pepsi nhỏ (đặt Sting + Pepsi nhỏ nhưng chỉ giao 1 Sting), Sai/Thiếu món",0,1
